MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3500118,NOVEFAZOL SUSP 15G C/26 SOBRES,NOVEFAZOL,Varios,806,1,2
3305338,DRUSEN MEGA CAPS CAJA C/30 (SUPLEMENTO ALIMENTICIO),DRUSEN,Antiinfecciosos para uso sistémico,707,1,1
3500066,FACTIVE-5 320MG C/5 TABS GEMIFLOXACINO,FACTIVE-5,Antiinfecciosos para uso sistémico,146.5,2,4
3305295,D. UNIT. CIALIS (TADALAFIL) 5 MG TAB,TADALAFIL,Sistema genitourinario y hormonas sexuales,134,5,5
3500128,GABANTIN 300MG C/30 CAPS(GABAPENTINA),GABAPENTINA,Sistema nervioso,374,2,5
3500223,METICEL OFT 10ML 2%(HIPROMELOSA),HIPROMELOSA,Órganos de los sentidos,8008,1,2
3305302,ADEMPAS 1MG COMPRIMIDOS,ADEMPAS,Sistema cardiovascular,34804,1,1
3305350,CUYULID 70MG/5600UI,CUYULID,Sistema musculoesquelético,1645,4,4
3500185,PLIDAN 1G GOTAS 20MLPARGEVERINA,PLIDAN,Tracto alimentario y metabolismo,3672,1,2
3400139,LEFEBRE 0.4 MG/ML 1ML (NALOXONA),NALOXONA,Varios,437.5,2,6
3305296,PERIPLUM 1% SOL FCO 50 ML,PERIPLUM,Dermatológicos,296,1,1
3500113,BROXOL AIR SOL 120ML FCO AMBROXOL/SALBUTAMOL,BROXOL,Sistema respiratorio,254.5,2,3
3305333,OPDIVO (NIVOLUMAB) 40MG/4 ML C/1,NIVOLUMAB,Antineoplásicos e inmunomoduladores,622,2,2
3305329,D. UNIT. NUVIGIL 150MG TABLETA,NUVIGIL,Sistema nervioso,846,24,24
3500162,FABROVEN 150MG C/30 CAPS ACIDO ASCSRBICO,ACIDO ASCSRBICO,Tracto alimentario y metabolismo,537,1,2
3500111,CICLOFERON (ACICLOVIR) 400 MG TAB C/35,ACICLOVIR,Antiinfecciosos para uso sistémico,413,1,1
3500230,"BEROCCA EFERVECENTE C/10 CPR VITAMINAS, CALCIO Y MAGNESIO",BEROCCA,Tracto alimentario y metabolismo,99,1,2
3500146,BENADRYL 0.25G 120ML JARABE DIFENHIDRAMINA,BENADRYL,Sistema respiratorio,169,3,8
3500235,LAMICTAL 50MG DISPERS C/28 (LAMOTRIGINA),LAMOTRIGINA,Sistema nervioso,409.5,1,1
3305346,XUMER 90MG CAA C/28,XUMER,Sistema musculoesquelético,899,2,2
3500096,EZETROL 10MG C/10 CAPS EZETIMIBA,EZETIMIBA,Sistema cardiovascular,80.5,4,4
3500025,HISTIACIL NF C/10 CAPS DEXTROMETORFANO/AMBROXOL,HISTIACIL,Sistema respiratorio,127,1,1
3500121,CARTIGEN (DIACEREINA) 50 MG CAP C/20,DIACEREINA,Sistema musculoesquelético,1107,1,1
3500283,HEMOSIN K 25/5MG C/32 TAB(CARBAZOCROMO/VITAMINA K3),CARBAZOCROMO/VITAMINA K3,Sangre y órganos hematopoyéticos,424,1,2
3305315,AVALA (CIMICIFUGA RACEMOSA) 6.5 MG C/30 CAPSULAS,CIMICIFUGA RACEMOSA,Sistema genitourinario y hormonas sexuales,347,1,1
3500193,DENVAR 400MG C/6 CAPS (CEFIXIMA ),CEFIXIMA ,Antiinfecciosos para uso sistémico,325,1,2
3500136,GYNOTRAN 750/200MG C/7 OVULOS(METRONIDAZOL/MICONAZOL),METRONIDAZOL/MICONAZOL,Sistema genitourinario y hormonas sexuales,580,2,2
3500496,EXELON 18MG (RIVASTIGMINA) PARCHES C/30 LIBERA 9.5,RIVASTIGMINA,Sistema nervioso,1638,1,1
3500738,CEFABIOT 500MG C/10 TAB (CEFUROXIMA),CEFUROXIMA,Antiinfecciosos para uso sistémico,400,2,2
3500828,PRIKUL 75MG C/28TAB PREGABALINA,PRIKUL,Sistema nervioso,785.5,1,2
3500401,ORELOX 200MG C/10 CPR(CEFPODOXIMA),CEFPODOXIMA,Antiinfecciosos para uso sistémico,806,2,2
3500464,DRAMAMINE 50MG C/24 TAB(DIMENHIDRINATO),DIMENHIDRINATO,Sistema respiratorio,270,1,1
3500647,FOSFOCIL 500MG C/12 CAPS FOSFOMICINA,FOSFOCIL,Antiinfecciosos para uso sistémico,559,2,2
3500819,OXATHOS 1G JARABE 115MG (OXOLAMINA),OXOLAMINA,Sistema respiratorio,603,1,1
3500485,FASIGYN 500MG C/8 TAB(TINIDAZOL),TINIDAZOL,Antiinfecciosos para uso sistémico,219,1,1
3500480,PEMIX GRANULADO 1MG C/30 SOB CINITAPRIDA,PEMIX,Tracto alimentario y metabolismo,242,4,11
3500559,HEMOSIN K 100/30MG JARABE 200ML(CARBAZOCROMO/VITAMINA K3),HEMOSIN,Sangre y órganos hematopoyéticos,527,1,2
3500571,DICETEL 100MG C/14 TAB(BROMURO DE PINAVERIO),BROMURO DE PINAVERIO,Tracto alimentario y metabolismo,655,2,2
3500461,LOXONIN 60MG C/10 TAB(LOXOPROFENO),LOXOPROFENO,Sistema musculoesquelético,457.5,2,2
3500659,OBRYPRE SUSP GOTAS 10ML OFTALMICA TOBRAMICINA/PREDNISOLONA,OBRYPRE,Órganos de los sentidos,524,1,1
3500520,FOSFOCIL 500MG C/6 CAPS FOSFOMICINA,FOSFOCIL,Antiinfecciosos para uso sistémico,547.5,1,2
3500560,INDOXYL 5/1G GEL 30G CLINDAMICINA / BENZOILO,INDOXYL,Dermatológicos,1272,2,2
3500765,APROVASC 300/10MG C/14 TAB IRBESARTAN-AMLODIPINO,APROVASC,Sistema cardiovascular,746.5,1,2
3500780,DAXXAS 500 MCG C/30 TAB (ROFLUMILAST),ROFLUMILAST,Sistema respiratorio,300,2,2
3500825,BLAXITEC 20MG C/20TAB. BILASTINA,BLAXITEC,Sistema respiratorio,543.5,2,2
3600131,ZYVOXAM TABLETAS 600MG C/10 (LINEZOLID),LINEZOLID,Antiinfecciosos para uso sistémico,9999,3,7
3500728,KIDDI PHARMATON JARABE 100ML MULTIVITAMINICO,KIDDI,Tracto alimentario y metabolismo,324,1,2
3500551,CITRACAL 950MG C/60 TAB CITRATODE CALCIO,CITRACAL,Tracto alimentario y metabolismo,155,1,1
3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),KETOSTERIL,Varios,154,2,4
3500557,LOMEXIN 2% 30G CREMA DERMICA FENTICONAZOL,LOMEXIN,Dermatológicos,55,1,1
3500549,GOTINAL AD PUMP 1MG SPRAY 15ML(NAFAZOLINA),NAFAZOLINA,Sistema respiratorio,134.5,1,1
3500423,HEPA MERZ 3G C/10 SOB.GRANULADO(L-ORNITINA/L-ASPARTATO),L-ORNITINA/L-ASPARTATO,Tracto alimentario y metabolismo,1077,2,5
3500537,EVASTEL Z 20MG C/30 OBLEAS(EBASTINA),EBASTINA,Sistema respiratorio,808.5,1,2
3500512,FLUXEDAN 5/125MG 225ML JARABE BROMHEXINA/OXELADINA,FLUXEDAN,Sistema respiratorio,960,2,4
3500536,LOMEXIN 1G C/2 OVULOS(FENTICONAZOL),FENTICONAZOL,Dermatológicos,688,1,1
3500514,AZILECT 1MG C/10 TAB(RASAGILINA MESILATO),AZILECT,Sistema nervioso,2835,1,1
3500346,FLURINOL 20MG C/10 TAB EPINASTINA,FLURINOL,Sistema respiratorio,505,1,1
3500412,VERMOX PLUS 300/150MG C/2 TAB MEBENDAZOL/QUINFAMIDA,VERMOX,"Antiparasitarios, insecticidas y repelentes",133,2,2
3500760,UNASAL 1% CREMA 15G (TERBINAFINA),TERBINAFINA,Dermatológicos,851,1,2
3500648,LOTEREX 0.5% GOTAS 5ML LOTEPREDNOL,LOTEREX,Órganos de los sentidos,81,1,1
3500753,EDARBI 40MG C/28 TAB (AZILSARTAN MEDOXOMILO),AZILSARTAN MEDOXOMILO,Sistema cardiovascular,1194,1,2
3500698,POLYVISOL 50ML GOTAS,POLYVISOL,Tracto alimentario y metabolismo,1810,1,1
3500386,AXOFIN 2G SUSP 120ML(DOXOFILINA),DOXOFILINA,Sistema respiratorio,395,1,1
3500383,MICROMYCIN 100MG C/10 TAB(MINOCICLINA),MINOCICLINA,Antiinfecciosos para uso sistémico,497.5,2,2
3500675,NATURETTI C/20 CAPS,NATURETTI,Varios,241,1,1
3500341,ADVIL MAX 400MG C/10 CAP (IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,130.5,1,2
3500715,GAAP GOTAS OFT 3 ML (LATANOPROST),LATANOPROST,Órganos de los sentidos,77.5,1,1
3500509,INHIBITRON F 40MG C/7 CAPS(OMEPRAZOL ),OMEPRAZOL ,Tracto alimentario y metabolismo,1190,1,1
3500609,ADEROGYL C GOTAS 10ML ERGOCALCIFEROL,ADEROGYL,Tracto alimentario y metabolismo,145,1,1
3500388,FUCICORT 20/1MG TUBO 15G(ACIDO FUSIDICO/BETAMETASONA),ACIDO FUSIDICO/BETAMETASONA,Dermatológicos,263.5,1,1
3500377,NOOTROPIL 800MG C/30 TAB (PIRACETAM),PIRACETAM,Sistema nervioso,811.5,2,6
3500561,BROXOL PLUS (AMBROXOL/CLENBUTEROL) 150 MG/100 MG SOL 120 ML,AMBROXOL/CLENBUTEROL,Sistema respiratorio,358,1,1
3600183,INNEFOL 50MG/4 ML AMP C/1 ACIDO FOLINICO,INNEFOL,Varios,265,2,5
3500482,BROXOL (AMBROXOL) 30 MG TAB C/20,AMBROXOL,Sistema respiratorio,255.5,1,1
3500528,ANTIFLUDES JR 60ML SOL (AMANTADINA/CLORFENAMINAPARACETAMOL),AMANTADINA/CLORFENAMINAPARACETAMOL,Sistema nervioso,72,2,6
3500397,CLOISONE 250MG/25MG C/30 TABS(LEVODOPA/CARBIDOPA),LEVODOPA/CARBIDOPA,Sistema nervioso,108,2,2
3500435,NEOMIXEN 250MG C/10 TAB(NEOMICINA),NEOMICINA,Tracto alimentario y metabolismo,358.5,2,3
3500829,TAFITRAM PARACETAMOL/TRAMADOL 325/37.5 MG C/20,TAFITRAM,Sistema nervioso,298,2,4
3500542,EUTEBROL 10MG C/30 CPR MEMENTINA,EUTEBROL,Sistema nervioso,369,1,1
3500763,FERRICOL 30MG/500MCG 30TAB. HIERRO/ACIDO FRLICO,FERRICOL,Sangre y órganos hematopoyéticos,1045,1,1
3500503,PLAQUENIL 200MG C/20 TAB HIDROXICLOROQUINA,PLAQUENIL,"Antiparasitarios, insecticidas y repelentes",173,1,2
3500592,BENZAC AC 2.5% GEL 60G PEOXIDO DE BENZOILO,BENZAC,Dermatológicos,248,1,1
3500558,FERRANINA COMPLEX C/30 GRAG(HIERRO POLIMALTOSADO/VITAMINAS,FERRANINA,Sangre y órganos hematopoyéticos,178.5,1,1
3500340,CALCORT 30MG C/10 TAB,CALCORT,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",400.5,2,2
3500323,DEPAKENE 250MG C/30 CAPS(ACIDO/VALPROICO),ACIDO/VALPROICO,Sistema nervioso,747,3,3
3300175,CYMBALTA 30MG C/7 CAPSULAS(DULOXETINA),DULOXETINA,Sistema nervioso,1809.5,1,2
3300377,CEFTREX IM 1GR AMP 10ML (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,495.5,5,12
3300573,OCTOSTIM 15 MICROGRAMOS AMP 1ML (DESMOPRESINA),DESMOPRESINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",2399,2,4
3300479,CARNOTPRIM 12H 15MG C/20 COMP (METOCLOPRAMIDA),METOCLOPRAMIDA,Tracto alimentario y metabolismo,702.5,1,1
3300810,ALIN 0.50MG C/30 TAB (DEXAMETASONA),DEXAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",68,1,1
3300323,JANUMET 50/500MG C/28 TABS(SITAGLIPTINA/METFORMINA),SITAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo,1054,2,2
3301181,ALTRULINE 50MG C/14 CAPS(SERTRALINA),SERTRALINA,Sistema nervioso,815,2,3
3300972,AGRASTAT 12.5MG/250ML AMPOLLETA (TIROFIBAN),TIROFIBAN,Sangre y órganos hematopoyéticos,8710.5,2,5
3300906,HUMALOG 100UI C/2 CART (INSULINA LISPRO (ORIGEN ADN RECOMBIN,INSULINA LISPRO ,Tracto alimentario y metabolismo,317,1,1
3301002,DICYNONE 250MG AMP 2ML (ETAMSILATO),ETAMSILATO,Sangre y órganos hematopoyéticos,133.5,50,95
3301207,COMBESTERAL AMP I.M. C/3(COMPLEJO B/DEXAMETASONA/LIDOCAINA),COMPLEJO B/DEXAMETASONA/LIDOCAINA,Tracto alimentario y metabolismo,443.5,12,20
3301346,CATAFLAM DD 50MG C/12 GRAGEAS(DICLOFENACO),DICLOFENACO,Sistema musculoesquelético,620,1,2
3300824,DURATER 40MG C/10 CPR (FOMOTIDINA),FOMOTIDINA,Tracto alimentario y metabolismo,574,2,2
3301535,LECHE DE MAGNESIA NORMEX 180ML(LECHE DE MAGNESIA),LECHE DE MAGNESIA,Tracto alimentario y metabolismo,565,2,2
3300672,TYLEX FLU 500MG C/20 TAB(PARACETAMOL/FENILEFRINA/CLOFENAMINA,PARACETAMOL/FENILEFRINA/CLOFENAMINA,Sistema nervioso,235,2,6
3300557,URSOFALK 250MG C/50 CAPS URSODEOXICOLICO,URSOFALK,Tracto alimentario y metabolismo,499,2,3
3300174,PROSGUTT 160/120MG C/40 CAPSSERENOA REPENS/URTICA DIOICA,PROSGUTT,Sistema genitourinario y hormonas sexuales,349,1,2
3300399,HUMALOG KWIKPEN JER PRELL 3ML (INSULINA LISPRO (ORIGEN ADN R,INSULINA LISPRO ,Tracto alimentario y metabolismo,130,2,2
3301070,VYTORIN 10/10MG C/14 TABS.(EZETIMIBA/SIMVASTATINA),EZETIMIBA/SIMVASTATINA,Sistema cardiovascular,828,1,1
3300094,VALCYTE 450MG C/60 COMPRIMIDOS VALGANCICLOVIR,VALCYTE,Antiinfecciosos para uso sistémico,39520,1,1
3301222,METICORTEN 5MG C/30 TAB(PREDNISONA),PREDNISONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",497.5,2,2
1000255,SIMILAXOL 78 100MG C/100,SIMILAXOL,Tracto alimentario y metabolismo,1092,1,1
3301496,TOBRADEX 3.5GR UNGUENTO(TOBRAMICINA/DEXAMETASONA),TOBRAMICINA/DEXAMETASONA,Órganos de los sentidos,1332,2,2
3301307,PANKREOFLAT 80/170MG C/60 TAB (DIMETICONA/PANCREATINA),DIMETICONA/PANCREATINA,Tracto alimentario y metabolismo,1412.5,1,1
3300882,NIMBEX 10MG AMP 5ML (BESILATO DE CISATRACURIO),BESILATO DE CISATRACURIO,Sistema musculoesquelético,718,4,10
3301355,TIAMIDEXAL 2ML/I.M. X AMP (DEXAMETASONA/TIAMINA/CIANOCOBAL.),DEXAMETASONA/TIAMINA/CIANOCOBAL.,Tracto alimentario y metabolismo,1243,3,4
3300072,HEPA MERZ 5G AMP 10ML (L-ORNITINA/L-ASPARTATO),L-ORNITINA/L-ASPARTATO,Tracto alimentario y metabolismo,1077,30,88
3300756,HUMALOG MIX 25 VIAL 10ML (INSULINA LISPRO/LISPRO PROTAMINA),INSULINA LISPRO/LISPRO PROTAMINA,Tracto alimentario y metabolismo,103,2,2
3300238,ENGERIX-B ADULTO JER (ANTMGENO DE HEPATITIS B),ANTMGENO DE HEPATITIS B,Antiinfecciosos para uso sistémico,171,3,3
3300637,DIOVAN 80MG C/14 CPR(VALSARTAN),VALSARTAN,Sistema cardiovascular,408,2,2
3300280,SINERGIX 25/10MG C/4 SUBLINGUAL(TRAMADOL/KETOROLACO),TRAMADOL/KETOROLACO,Sistema nervioso,1616,3,6
3301171,GARAMICINA 160MG AMP 2ML (GENTAMICINA),GENTAMICINA,Antiinfecciosos para uso sistémico,969,2,6
3800003,ALBUMINA HUMANA AL 20% 50ML,ALBUMINA,Sangre y órganos hematopoyéticos,1000,38,111
3800004,LIPITOR 10MG C/30 TAB(ATORVASTATINA),ATORVASTATINA,Sistema cardiovascular,832,1,1
3300028,VIGAMOXI SOL 5ML 0.5% OFT(MOXIFLOXACINO),MOXIFLOXACINO,Antiinfecciosos para uso sistémico,709,1,1
3300133,AVODART 0.5MG C/30 COMPRIMIDOS(DUTASTERIDA) GLAXO,DUTASTERIDA,Sistema genitourinario y hormonas sexuales,1147,1,1
3300863,LACTEOL FORTE 340MG PVO C/6 SOB(LACTOBACILOS ACIDOFILOS),LACTOBACILOS ACIDOFILOS,Tracto alimentario y metabolismo,626.5,4,10
3301096,ENTEROGERMINA (ORAL)AMP 5ML (ESPORAS DE BACILLUS CLAUSII ),ENTEROGERMINA,Tracto alimentario y metabolismo,237,63,137
3300705,DIPROSPAN HYPACK AMP 1ML JGADESCH(BETAMETASONA) SCHERIN P.,BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",703.5,12,23
3300525,TREDA 129/280/30MG C/20 TAB,TREDA,Tracto alimentario y metabolismo,346,2,2
3300950,ESKAPAR 4.4G SUSP 90ML(NIFUROXAZIDA),NIFUROXAZIDA,Tracto alimentario y metabolismo,2380,2,2
3301184,VASCULFLOW 250/225/25MG TAB C/30(DIOSMINA/HESPERIDINA/DOBESI,DIOSMINA/HESPERIDINA/DOBESI,Sistema cardiovascular,623,2,6
3300618,TRIACEL AMP 0.5ML (VACUNA ACELULAR ANTIPERTUSIS),VACUNA ACELULAR ANTIPERTUSIS,Antiinfecciosos para uso sistémico,858.5,1,1
3301327,AMOBAY CL 12H (AMOXICILINA/AC CLAVULANICO) 400MG/57MG/50ML SUSP 70ML,AMOXICILINA/AC CLAVULANICO,Antiinfecciosos para uso sistémico,534,1,1
3300987,KEFLEX 1G C/12 TAB(CEFALEXINA),CEFALEXINA,Antiinfecciosos para uso sistémico,2837,2,3
3301398,HUMULIN R 10ML 100UI/ML AMP (INSULINA HUMANA RECOMBINANTE),HUMULIN,Tracto alimentario y metabolismo,279,1,1
3300446,KINEX 2MG C/30 TABS(BIPERIDENO),BIPERIDENO,Sistema nervioso,212.5,1,1
3301463,ITALDERMOL 15/1G CREMA 30G TUBO(TRITICUM VULGARE),TRITICUM VULGARE,Sistema genitourinario y hormonas sexuales,10002,2,6
1000280,FILATIL 300 MCG JER PRELL C/1 FILGRASTIM,FILATIL,Antineoplásicos e inmunomoduladores,699,9,26
3301135,CONCERTA 54MG TAB C/30(METILFENIDATO ) CONTROLADO,METILFENIDATO ,Sistema nervioso,308.5,1,1
3300457,EFFIENT 10MG TAB C/14(PRASUGREL),PRASUGREL,Sangre y órganos hematopoyéticos,4258,1,2
3302666,NEO MELUBRINA 250MG/5ML 100ML JBE INF (METAMIZOL SODICO),METAMIZOL SODICO,Sistema nervioso,1006,1,1
3302773,BRILINTA 90MG C/30 TAB(TICAGRELOR),TICAGRELOR,Sangre y órganos hematopoyéticos,1667,2,5
3302947,ESMISEN 15/100/100/5 MG AMP(COMPLEJO B/KETOROLACO),COMPLEJO B/KETOROLACO,Tracto alimentario y metabolismo,1184,1,2
3304541,KIVEXA 600/300MG C/30TAB ABACAVIR/LAMIVUDINA,KIVEXA,Antiinfecciosos para uso sistémico,15750,1,1
3303004,DIMOFLAX .5/200MG.C/45CAPS.CLEBOPRIDA/SIMETICONA,DIMOFLAX,Tracto alimentario y metabolismo,502,2,3
3302944,NEUPOGEN 30MUI JGA PRE 0.5ML (FILGRASTIM),FILGRASTIM,Antineoplásicos e inmunomoduladores,17277,6,14
3301791,AMOXICLAV (AMOXICILINA/AC CLAVULANICO) 500MG/125MG TAB C/15,AMOXICILINA/AC CLAVULANICO,Antiinfecciosos para uso sistémico,392,1,1
3302093,ATROVENT 250MCG 20ML SOL (BROMURO DE IPRATROPIO),BROMURO DE IPRATROPIO,Sistema respiratorio,694.5,16,33
3302917,TENORMIN 100MG C/28 TAB(ATENOLOL ),ATENOLOL ,Sistema cardiovascular,524,1,1
3304547,GLIMETAL LEX 2MG/850MG C/16TAB GLIMEPIRIDA/METFORMINA,GLIMETAL,Tracto alimentario y metabolismo,240,1,1
3304439,INNOVAIR 120 DOSIS 1MCG FORMOTEROL Y DIPROPIONATO DE BECLOME,INNOVAIR,Sistema respiratorio,1471,8,23
3301719,FORTEO COLTER 250MCG/2.4ML PLUMA TERIPARATIDA,FORTEO,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",708,1,1
3304378,HIGLOBIN 10 G.(INMUNOGLOBULINA NORMAL ENDOVENOSA),INMUNOGLOBULINA NORMAL ENDOVENOSA,Antiinfecciosos para uso sistémico,104,12,18
3302535,"MAXITROL UNGUENTO 3.5G(NEOMIXINA,POLIMIXINA B,DEXAMETASONA)","NEOMIXINA,POLIMIXINA B,DEXAMETASONA",Órganos de los sentidos,493,1,1
3302767,ROFUCAL 25MG C/30 TAB(HIDROCLOROTIAZIDA),HIDROCLOROTIAZIDA,Sistema cardiovascular,536,2,2
3302255,SEPTRIN F 800/160 MG C/14SULFAMETOXAZOL/TRIMETOPRIMA,SULFAMETOXAZOL/TRIMETOPRIMA,Antiinfecciosos para uso sistémico,1272,1,1
3301718,CIPRO XR 1G C/3 TAB CIPROFLOXACINO,CIPRO,Antiinfecciosos para uso sistémico,626,2,2
3302121,CRONOLEVEL HYPAK 1ML(BETAMETASONA),BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",525.5,3,6
3304327,CEFURACET 500 MG TABLETAS CAJA C/ 10 CEFUROXIMA,CEFURACET,Antiinfecciosos para uso sistémico,657,1,1
3301925,ADIMOD (PIDOTIMOD) 400MG/7ML FCO C/10,PIDOTIMOD,Antineoplásicos e inmunomoduladores,504,1,1
3301895,FERRANINA I.M. 100MG AMP 2ML (HIERRO POLIMALTOSADO),HIERRO POLIMALTOSADO,Sangre y órganos hematopoyéticos,204.5,2,5
3302142,HUMALOG MIX 25 3.0ML C/2 CAR. (LISPRO/LISPRO PROTAMINA),LISPRO/LISPRO PROTAMINA,Tracto alimentario y metabolismo,620,2,2
3302541,STADIUM 50MG AMP 2ML (DEXKETOPROFENO TROMETAMOL),DEXKETOPROFENO TROMETAMOL,Sistema musculoesquelético,1415,18,47
3302805,RANISEN 50MG AMP 2ML (RANITIDINA),RANITIDINA,Tracto alimentario y metabolismo,593,12,35
3302337,CALTRATE 600+D C/60 TABCARBONATO DE CALCIO/VITAMITA D3,CALTRATE,Tracto alimentario y metabolismo,5253,2,5
3302539,ZALDIAR 37.5/325 MG C/20 TAB(PARACETAMOL/TRAMADOL),PARACETAMOL/TRAMADOL,Sistema nervioso,802,2,6
3301964,SAMYR 500MG C/10 TAB (ADEMETIONINA),ADEMETIONINA,Tracto alimentario y metabolismo,105,1,2
3302729,PENPROCILINA 800000U AMP (BENCILPENICILINA PROCAMNA/BENCILP,BENCILPENICILINA PROCAMNA/BENCILP,Antiinfecciosos para uso sistémico,122,8,8
3302001,FRAXIPARINE 0.3ML AMPOLLETA C/2 (ANTI XA DE NADROPARINA CALC,FRAXIPARINE,Sangre y órganos hematopoyéticos,705.5,4,4
3302354,ANGIOTROFIN RETARD 180MG C/10 TAB (DILTIAZEM),DILTIAZEM,Sistema cardiovascular,425,1,2
3301873,SERETIDE DISKUS 50UG/250U INHALADORDOSISSALMETEROL/FLUTICASO,INHALADORDOSISSALMETEROL,Sistema respiratorio,351,1,1
3302936,RIOPAN 8G GEL 250ML(DIMETICONA/MAGALDRATO),DIMETICONA/MAGALDRATO,Tracto alimentario y metabolismo,425,4,8
3302837,QUADRIDERM NF CREMA 40G(BETAMETASONA/CLOTRIMAZOL/GENTAMICINA,BETAMETASONA/CLOTRIMAZOL/GENTAMICINA,Dermatológicos,2159,2,2
3302046,NORFENON 150MG C/30 TAB(PROPAFENONA),PROPAFENONA,Sistema cardiovascular,3749,2,4
3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),CITICOLINA,Sistema nervioso,199,2,3
3304243,CARBAGER PLUS (IBUPROFENO/METOCARBAMOL) 300 MG /300 MG TAB C/10,IBUPROFENO/METOCARBAMOL,Sistema musculoesquelético,166,2,2
3302453,BRONCHO VAXON 3.5 MG C/10 SOBRES LIOFILIZADOS BACTERIANOS,BRONCHO,Sistema respiratorio,160,1,1
3301607,CO DIOVAN 80MG/12.5MG C/14 GRAGEASVALSARTANHIDROCLOROTIAZIDA,DIOVAN,Sistema cardiovascular,394.5,1,2
3304497,DRAMAMINE 50MG C/ 24 TAB. (DIMENHIDRINATO),DIMENHIDRINATO,Sistema respiratorio,270,1,2
3301545,CLORAMFENI OTICO SOL 10ML GOTAS(CLORANFENICOL),CLORANFENICOL,Antiinfecciosos para uso sistémico,111,1,1
3301586,CORDARONE 200MG C/20 TAB(AMIODARONA ),AMIODARONA ,Sistema cardiovascular,665,3,8
3301907,BUSCAPINA FEM 20/400MG C/10 TAB BUTILHIOSCINA/IBUPROFENO,BUTILHIOSCINA/IBUPROFENO,Sistema musculoesquelético,203,1,2
3301549,CIPROFLOX 500MG C/6 CAP (CIPROFLOXACINO),CIPROFLOXACINO,Antiinfecciosos para uso sistémico,586,2,2
3304303,COMBODART 0.5/0.4MG C/30 CAPS (DUTASTERIDA/TAMSULOSINA),DUTASTERIDA/TAMSULOSINA,Sistema genitourinario y hormonas sexuales,938,2,4
3302433,ALITRAQ SOBRE C/U (COMPLEMENTO ALIMENTICIO),ALITRAQ,Tracto alimentario y metabolismo,683,17,42
3302943,ALMAX 15ML SUSP C/24 SOBRES (ALMAGATO),ALMAGATO,Tracto alimentario y metabolismo,255,10,28
3301768,ATEMPERATOR LP (VALPROATO DE MAGNESIO) 600 MG TAB LP C/20,VALPROATO DE MAGNESIO,Sistema nervioso,703,1,1
3301845,CO DIOVAN 320MG/12.5MG C/14 TAB-VALSARTAN/HIDROCLOROTIAZIDA,DIOVAN,Sistema cardiovascular,807,1,1
3302185,ATEMPERATOR LP (VALPROATO GE MAGNESIO) 300 MG TAB LP C/20,VALPROATO GE MAGNESIO,Sistema nervioso,703,1,1
3304203,FLUZONE JGA PRELLENADA ADULTO. VACUNA CONTRA LA INFLUENZA,FLUZONE,Antiinfecciosos para uso sistémico,978.5,32,58
3302497,TYLENOL 500MG CAPLEST C/20 CAPS(PARACETAMOL),PARACETAMOL,Sistema nervioso,142,1,2
3305178,ELATEC 1000MG C/30 TAB DIOSMINA/HESPERIDINA PURIFICADA MICRO,ELATEC,Sistema cardiovascular,498.5,2,2
3300835,ZEMPLAR ORAL 2MCG C/30 CAPSULAS (PARICALCITOL),PARICALCITOL,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",6052.5,1,1
3304597,ARTERINA 20UI 1ML AMP (VASOPRESSIN),VASOPRESSIN,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",519.49,18,52
3304893,HYABAK OFT 0.15% 10ML HIALURONATO DE SODIO,HYABAK,Órganos de los sentidos,256,2,2
3300688,AMOBAY CL 875/125 C/14 TAB(AMOXICILINA/ACIDO CLAVULANICO),AMOXICILINA/ACIDO CLAVULANICO,Antiinfecciosos para uso sistémico,480.5,2,3
3305215,CETOLAN IV (ALFA CETOANALOGOS DE AMINOACIDOS) 2520 MG SOBRES,ALFA CETOANALOGOS DE AMINOACIDOS,Varios,3262.5,1,1
3304925,LIPITOR 40MG 30 TAB ATORVASTATINA,LIPITOR,Sistema cardiovascular,259,2,5
3305028,D. UNIT. DIMEGAN D 5/20MG (LORATADINA/FENILEFRINA),LORATADINA/FENILEFRINA,Sistema respiratorio,571,3,6
3304345,TRAYENTA DUO 2.5/850MG C/30 TAB LINAGLIPTINA/METFORMINA,TRAYENTA,Tracto alimentario y metabolismo,1296,2,2
3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,MYDOCALM,Sistema musculoesquelético,613,52,114
