MedCode,MedDescription,MedPharmacon,MedFamily
3305213,CETOLAN III (ALFA CETOANALOGOS DE AMINOACIDOS) 3150 MG SOBRE,CETOLAN,Varios
3305215,CETOLAN IV (ALFA CETOANALOGOS DE AMINOACIDOS) 2520 MG SOBRES,CETOLAN,Varios
3305216,DOLO TANDAX 275/300MG (NAPROXENO/PARACETAMOL) 24TAB,DOLO,Tracto alimentario y metabolismo
3305218,VALGION CTL 62.5MG/12.5/3ML C/ 3 AMPOLLETAS,VALGION,Sistema nervioso
3305219,ABELCET (AMFOTERICINA)100MG 20ML INY,ABELCET,Antiinfecciosos para uso sistémico
3305224,D. UNIT. CITOX (CITALOPRAM) 20 MG TAB,D.,No encontrado
3305225,CETOLAN (ALFA CETOANALOGOS DE AMINOACIDOS) 630 MG TAB C/100,CETOLAN,Varios
3305227,OFOXEL 300/50ML FCO AMP C/EQUIPO,OFOXEL,Antineoplásicos e inmunomoduladores
3305228,AMITIZA (LUBIPROSTONA) 8 MCG C/60 CAP,AMITIZA,Tracto alimentario y metabolismo
3305230,FENILEFRINA 10MG 1 ML AMP.,FENILEFRINA,Sistema cardiovascular
3305231,LOMETOPAN (MOMETASONA) 0.05% 50MCG SUSP 10ML 60 NEBUL,LOMETOPAN,Sistema respiratorio
3305233,D. UNIT. SINUBERASE (BACILLUS CLAUSII) 5 ML AMP,D.,No encontrado
3305234,EVASTEL 1 MG FRA C/60ML,EVASTEL,Sistema respiratorio
3305235,CYRAMZA (RAMUCIRUMAB) 500/50ML CAJ C/1,CYRAMZA,Antineoplásicos e inmunomoduladores
3305236,TURAZIVE 80 MG TAB C/28,TURAZIVE,Sistema musculoesquelético
3305237,FLONORM 550MG C/14,FLONORM,Tracto alimentario y metabolismo
3305238,ALIREN JARABE 60ML (AMANTADINA CLORFENAMINA PARACETAMOL),ALIREN,Sistema respiratorio
3305239,BENSITRAK (CISATRACURIO) 10 MG/5 ML AMP,BENSITRAK,Sistema musculoesquelético
3305240,MITZORATTA 20MG C/28,MITZORATTA,Sistema cardiovascular
3305241,TELARTEQ 40 MG TAB C/30 (TELMISARTAN),TELARTEQ,Sistema cardiovascular
3305242,D. UNIT. EUTIROX (LEVOTIROXINA) 112 MICROGRAMOS TAB,D.,No encontrado
3305244,CRESTOR 5MG C/30 TABLETAS,CRESTOR,No encontrado
3305245,DUOSIGHT GEL 30G CLINDAMICINA/PERIOXIDO DE BENZOILO 1/5%,DUOSIGHT,Dermatológicos
3305247,ZALDIAR EFER 37.5/325 MG TAB CAJ C/20,ZALDIAR,No encontrado
3305250,DORIXINA FLAM (CLONIXINATO DICLOFENA) 250/50 C/14 TABLETAS,DORIXINA,Sistema musculoesquelético
3305251,KITOSCELL LP 600 MG C/90,KITOSCELL,Antineoplásicos e inmunomoduladores
3305253,ELECTROLIT ADULTO 1000 ML (ELECTROLITOS ORALES),ELECTROLIT,Tracto alimentario y metabolismo
3305254,EXFORGE 5/320 MG COM CAJ C/ 28,EXFORGE,Sistema cardiovascular
3305255,PREDIAL 500 MG 1 SOL C/150 ML,PREDIAL,Tracto alimentario y metabolismo
3305256,HIPOGLOS PAC CREMA TUBO 110G,HIPOGLOS,Dermatológicos
3305258,D. UNIT. GRANEODIN B (BENZOCAINA) 10 MG PASTILLA,D.,No encontrado
3305259,OLIMEL TRICAMARA N7 BOL C/1LITRO NUTRION PARENTERAL,OLIMEL,Sangre y órganos hematopoyéticos
3305260,ZISUAL-C TUBO DE 30 GR 50MG/2.5MG/180MG/35MG,ZISUAL-C,Sistema cardiovascular
3305261,MELOX NOCHE SUSP 360ML,MELOX,Tracto alimentario y metabolismo
3305262,DARZALEX (DARATUMUMAB) 400 MG / 20 ML,DARZALEX,Antineoplásicos e inmunomoduladores
3305264,VONTROL LP (DIFENIDOL) 100 MG C/ 10 TABLETAS,VONTROL,Falla en Google
3305265,VYTORIN 10/10MG (EZETIMIBA/SIMVASTATINA) C/28,VYTORIN,No encontrado
3305267,OLICLINOMEL TRICAMARA 6N 2 LT NUTRICION PARENTERAL,OLICLINOMEL,Falla en Google
3305269,KALLION XR (OXCARBAZEPINA)600MG TAB. CAJ C/30,KALLION,Sistema nervioso
3305270,DORIXINA-FLAM 250/50 MG TAB CAJ C/14,DORIXINA-FLAM,Sistema nervioso
3305275,EVEREST MASTICABLE (MONTELUKAST) 5 MG 30 TABLETAS,EVEREST,Sistema respiratorio
3305276,ASOFLON DUO (DUTASTERIDA/ TAMSULOSINA) .5MG/ 0.40 MG C/30 CA,ASOFLON,Sistema genitourinario y hormonas sexuales
3305278,RYZODEG FLEXTOUCH 70/30U ML PLP CAJ C/1,RYZODEG,Tracto alimentario y metabolismo
3305282,DOSCOXEL 90 MG TAB C/28,DOSCOXEL,Falla en Google
3305283,DI ARAHKOR 60/12.5 MG TAB CAJA C-20,DI,Falla en Google
3305284,DESCORCHE DE MEDICAMENTO,DESCORCHE,Tracto alimentario y metabolismo
3305287,LIBERTRIM LP 300 MG C/30 COMP,LIBERTRIM,Tracto alimentario y metabolismo
3305288,GLUTAMINA PLUS NARANJA 22.4G POLVO ORAL,GLUTAMINA,No encontrado
3305289,XTANDI 40MG,XTANDI,Antineoplásicos e inmunomoduladores
3305290,PENTASA 1GR SUPOSITORIOS CAJA C/14,PENTASA,Tracto alimentario y metabolismo
3305291,D. UNIT. PENTASA 1GR SUPOSITORIOS LIB. PROL.,D.,No encontrado
3305295,D. UNIT. CIALIS (TADALAFIL) 5 MG TAB,D.,No encontrado
3305296,PERIPLUM 1% SOL FCO 50 ML,PERIPLUM,Dermatológicos
3305297,D. UNIT. LACTEOL FORT 170MG; 5000 MILLONES CAP,D.,No encontrado
3305298,EPORATIO 20.000 UI/ 1 .0ML 1 JGP C/1 ML,EPORATIO,Sangre y órganos hematopoyéticos
3305302,ADEMPAS 1MG COMPRIMIDOS,ADEMPAS,Sistema cardiovascular
3305306,D. UNIT. JARDIANZ DPP 25MG/5MG,D.,No encontrado
3305310,GRANUDOXY (DOXICICLINA) 100 MG C/15 TABLETAS,GRANUDOXY,Antiinfecciosos para uso sistémico
3305315,AVALA (CIMICIFUGA RACEMOSA) 6.5 MG C/30 CAPSULAS,AVALA,Sistema genitourinario y hormonas sexuales
3305316,CORTIMENT MMX ( BUDESONIDA) 9MG TAB LP C/30TAB,CORTIMENT,Tracto alimentario y metabolismo
3305318,D. UNIT. DOSTEIN (ERDOSTEINA) 300 MG CAP,D.,No encontrado
3305321,VELIAN (DEXKETOPROFENO) 50 MG / 2 ML IM IV AMPOLLETA,VELIAN,Sistema musculoesquelético
3305322,TEMERIT KOX C/14 TAB.,TEMERIT,Sistema cardiovascular
3305323,VITAFUSIN INY 5 ML MULTIVITAMINICO,VITAFUSIN,Sangre y órganos hematopoyéticos
3305325,NULYTELY BIS (BISACODILO/MACROGOL) 5MG/105G TABLETA/POLVO C.,NULYTELY,Tracto alimentario y metabolismo
3305329,D. UNIT. NUVIGIL 150MG TABLETA,D.,No encontrado
3305330,D. UNIT. CRONOCAPS 5MG CAPSULA,D.,No encontrado
3305331,D. UNIT. KARET 50MCG COMP,D.,No encontrado
3305333,OPDIVO (NIVOLUMAB) 40MG/4 ML C/1,OPDIVO,Antineoplásicos e inmunomoduladores
3305336,BI1 PROTEIN BOTE DE 400GS,BI1,No encontrado
3305338,DRUSEN MEGA CAPS CAJA C/30 (SUPLEMENTO ALIMENTICIO),DRUSEN,Falla en Google
3305340,DUNOXOL 1% SOL 100 ML,DUNOXOL,Falla en Google
3305341,PRALUENTE (ALIROCUMAB) 150MG/ML C/1 PLUMA PRECARGADA INY,PRALUENTE,Sistema cardiovascular
3305342,SAFINOS 24 MG TAB 30,SAFINOS,Sistema nervioso
3305343,MENSIFEM 2.8 MG C/60 TABLETAS,MENSIFEM,Sistema genitourinario y hormonas sexuales
3305345,ELIDEL 0.01G CREMA TUBO 30G,ELIDEL,No encontrado
3305346,XUMER 90MG CAA C/28,XUMER,Sistema musculoesquelético
3305348,ADEL (CLARITROMICINA) 250MG TAB C/10,ADEL,Antiinfecciosos para uso sistémico
3305350,CUYULID 70MG/5600UI,CUYULID,Sistema musculoesquelético
3400000,ANTIFLUDES PEDIATRICO 2.5 G/0.1 G/15 G/100 ML GOTAS 30 ML,ANTIFLUDES,Sistema respiratorio
3400035,RISPERDAL 1MG C/20 TAB(RISPERIDONA),RISPERDAL,No encontrado
3400139,LEFEBRE 0.4 MG/ML 1ML (NALOXONA),LEFEBRE,Varios
3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),RENEGY,Sangre y órganos hematopoyéticos
3500014,FLIXOTIDE AER SUSP 50UG 0.83MG/10.2G 120 DOSIS(FLUTICASONA),FLIXOTIDE,Sistema respiratorio
3500019,NEOLAIKAN 500MG C/30 GRAGEAS VALERIANA,NEOLAIKAN,Sistema nervioso
3500024,FOSFOCIL G.U. 3G ADU GDO. SOBRES(FOSFOMICINA),FOSFOCIL,Antiinfecciosos para uso sistémico
3500025,HISTIACIL NF C/10 CAPS DEXTROMETORFANO/AMBROXOL,HISTIACIL,Sistema respiratorio
3500031,PANCLASA 80/80MG C/20 CAPS (FLOROGLUCINOL/TRIMETILFLOROGL,PANCLASA,Tracto alimentario y metabolismo
3500033,BEPANTHEN 5% POM 100GR DEXPANTENOL,BEPANTHEN,Dermatológicos
3500050,LOCOID 1MG/1G CREMA 30G(HIDROCORTISONA),LOCOID,Dermatológicos
3500066,FACTIVE-5 320MG C/5 TABS GEMIFLOXACINO,FACTIVE-5,Antiinfecciosos para uso sistémico
3500096,EZETROL 10MG C/10 CAPS EZETIMIBA,EZETROL,No encontrado
3500104,ENTOCORT ENEMA 2.3MG C/7 PZAS BUDESONIDA,ENTOCORT,Falla en Google
3500111,CICLOFERON (ACICLOVIR) 400 MG TAB C/35,CICLOFERON,Antiinfecciosos para uso sistémico
3500113,BROXOL AIR SOL 120ML FCO AMBROXOL/SALBUTAMOL,BROXOL,Sistema respiratorio
3500114,FOLIVITAL 4MG C/90 TAB (ACIDO FOLICO),FOLIVITAL,Sangre y órganos hematopoyéticos
3500116,"MELOX NOCHE SUSP 180ML(ALGINATO,MAGNESIO,ALUMINIO)",MELOX,Tracto alimentario y metabolismo
3500118,NOVEFAZOL SUSP 15G C/26 SOBRES,NOVEFAZOL,Varios
3500121,CARTIGEN (DIACEREINA) 50 MG CAP C/20,CARTIGEN,Sistema musculoesquelético
3500128,GABANTIN 300MG C/30 CAPS(GABAPENTINA),GABANTIN,Sistema nervioso
3500136,GYNOTRAN 750/200MG C/7 OVULOS(METRONIDAZOL/MICONAZOL),GYNOTRAN,Sistema genitourinario y hormonas sexuales
3500146,BENADRYL 0.25G 120ML JARABE DIFENHIDRAMINA,BENADRYL,Sistema respiratorio
3500162,FABROVEN 150MG C/30 CAPS ACIDO ASCSRBICO,FABROVEN,No encontrado
3500170,FISOPRED SOLUCION PEDIATRICA 100ML(PREDNISOLONA),FISOPRED,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500173,BAYCUTEN SIMPLE CREMA 30GR(CLOTRIMAZOL/DEXAMETASONA),BAYCUTEN,Dermatológicos
3500185,PLIDAN 1G GOTAS 20MLPARGEVERINA,PLIDAN,Tracto alimentario y metabolismo
3500187,BRONCHO VAXOM AD 7MG C/10 CAP LISADOS BACTERIANOS,BRONCHO,Sistema respiratorio
3500193,DENVAR 400MG C/6 CAPS (CEFIXIMA ),DENVAR,No encontrado
3500196,MACROZIT 500MG C/3 TAB (AZITROMICINA),MACROZIT,Antiinfecciosos para uso sistémico
3500223,METICEL OFT 10ML 2%(HIPROMELOSA),METICEL,Sistema musculoesquelético
3500228,FITOESTIMULINA CREMA 30G(TRITICUM VULGARE)LOGISTICA VALEANT,FITOESTIMULINA,Sistema genitourinario y hormonas sexuales
3500230,"BEROCCA EFERVECENTE C/10 CPR VITAMINAS, CALCIO Y MAGNESIO",BEROCCA,Tracto alimentario y metabolismo
3500235,LAMICTAL 50MG DISPERS C/28 (LAMOTRIGINA),LAMICTAL,No encontrado
3500240,ESKAPAR 200MG C/16 CAPS NIFUROXAZIDA,ESKAPAR,Tracto alimentario y metabolismo
3500265,FACICAM 20MG C/20 CAP PIROXICAM,FACICAM,Sistema musculoesquelético
3500283,HEMOSIN K 25/5MG C/32 TAB(CARBAZOCROMO/VITAMINA K3),HEMOSIN,Sangre y órganos hematopoyéticos
3500292,NOVOTIRAL 20/100MCG C/50 TAB(LEVOTIROXINA SODICA/LIOTIRONINA,NOVOTIRAL,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500312,BINOTAL 500MG C/20 CAPS (AMPICILINA),BINOTAL,Antiinfecciosos para uso sistémico
3500313,FLAGYSTATIN V 500MG C/10 OVULOS(METRONIDAZOL/NISTATINA),FLAGYSTATIN,Sistema genitourinario y hormonas sexuales
3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,MYDOCALM,Sistema musculoesquelético
3500323,DEPAKENE 250MG C/30 CAPS(ACIDO/VALPROICO),DEPAKENE,Sistema nervioso
3500326,PLIDAN COMP 10/125MG C/20 GRAGEAS PARGEVERINA/ CLONIXINATO L,PLIDAN,Tracto alimentario y metabolismo
3500340,CALCORT 30MG C/10 TAB,CALCORT,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500341,ADVIL MAX 400MG C/10 CAP (IBUPROFENO),ADVIL,Sistema musculoesquelético
3500346,FLURINOL 20MG C/10 TAB EPINASTINA,FLURINOL,Sistema respiratorio
3500377,NOOTROPIL 800MG C/30 TAB (PIRACETAM),NOOTROPIL,No encontrado
3500383,MICROMYCIN 100MG C/10 TAB(MINOCICLINA),MICROMYCIN,Antiinfecciosos para uso sistémico
3500386,AXOFIN 2G SUSP 120ML(DOXOFILINA),AXOFIN,Sistema respiratorio
3500388,FUCICORT 20/1MG TUBO 15G(ACIDO FUSIDICO/BETAMETASONA),FUCICORT,Dermatológicos
3500397,CLOISONE 250MG/25MG C/30 TABS(LEVODOPA/CARBIDOPA),CLOISONE,Sistema nervioso
3500401,ORELOX 200MG C/10 CPR(CEFPODOXIMA),ORELOX,Antiinfecciosos para uso sistémico
3500412,VERMOX PLUS 300/150MG C/2 TAB MEBENDAZOL/QUINFAMIDA,VERMOX,"Antiparasitarios, insecticidas y repelentes"
3500423,HEPA MERZ 3G C/10 SOB.GRANULADO(L-ORNITINA/L-ASPARTATO),HEPA,Tracto alimentario y metabolismo
3500435,NEOMIXEN 250MG C/10 TAB(NEOMICINA),NEOMIXEN,Tracto alimentario y metabolismo
3500460,FLIXOTIDE AER SUSP 250UG 3.3MG/5.1G 60 DOSIS(FLUTICASONA),FLIXOTIDE,Sistema respiratorio
3500461,LOXONIN 60MG C/10 TAB(LOXOPROFENO),LOXONIN,Sistema musculoesquelético
3500464,DRAMAMINE 50MG C/24 TAB(DIMENHIDRINATO),DRAMAMINE,Sistema respiratorio
3500480,PEMIX GRANULADO 1MG C/30 SOB CINITAPRIDA,PEMIX,Tracto alimentario y metabolismo
3500482,BROXOL (AMBROXOL) 30 MG TAB C/20,BROXOL,Sistema respiratorio
3500485,FASIGYN 500MG C/8 TAB(TINIDAZOL),FASIGYN,Antiinfecciosos para uso sistémico
3500493,FERRANINA FOL C/30 GRAG(HIERRO POLIMALTOSADO/ACIDO FOL,FERRANINA,Sangre y órganos hematopoyéticos
3500494,FERRANINA 3.125G JARABE 100ML(HIERRO POLIMALTOSADO),FERRANINA,Sangre y órganos hematopoyéticos
3500496,EXELON 18MG (RIVASTIGMINA) PARCHES C/30 LIBERA 9.5,EXELON,Sistema nervioso
3500503,PLAQUENIL 200MG C/20 TAB HIDROXICLOROQUINA,PLAQUENIL,"Antiparasitarios, insecticidas y repelentes"
3500509,INHIBITRON F 40MG C/7 CAPS(OMEPRAZOL ),INHIBITRON,Tracto alimentario y metabolismo
3500512,FLUXEDAN 5/125MG 225ML JARABE BROMHEXINA/OXELADINA,FLUXEDAN,Sistema respiratorio
3500514,AZILECT 1MG C/10 TAB(RASAGILINA MESILATO),AZILECT,Sistema nervioso
3500520,FOSFOCIL 500MG C/6 CAPS FOSFOMICINA,FOSFOCIL,Antiinfecciosos para uso sistémico
3500528,ANTIFLUDES JR 60ML SOL (AMANTADINA/CLORFENAMINAPARACETAMOL),ANTIFLUDES,Sistema respiratorio
3500536,LOMEXIN 1G C/2 OVULOS(FENTICONAZOL),LOMEXIN,Dermatológicos
3500537,EVASTEL Z 20MG C/30 OBLEAS(EBASTINA),EVASTEL,Sistema respiratorio
3500542,EUTEBROL 10MG C/30 CPR MEMENTINA,EUTEBROL,Sistema nervioso
3500544,AMINOEFEDRISON NF 150ML JARABE(TEOFILINA/AMBROXOL),AMINOEFEDRISON,Sistema respiratorio
3500549,GOTINAL AD PUMP 1MG SPRAY 15ML(NAFAZOLINA),GOTINAL,Sistema respiratorio
3500551,CITRACAL 950MG C/60 TAB CITRATODE CALCIO,CITRACAL,Tracto alimentario y metabolismo
3500557,LOMEXIN 2% 30G CREMA DERMICA FENTICONAZOL,LOMEXIN,Dermatológicos
3500558,FERRANINA COMPLEX C/30 GRAG(HIERRO POLIMALTOSADO/VITAMINAS,FERRANINA,Sangre y órganos hematopoyéticos
3500559,HEMOSIN K 100/30MG JARABE 200ML(CARBAZOCROMO/VITAMINA K3),HEMOSIN,Sangre y órganos hematopoyéticos
3500560,INDOXYL 5/1G GEL 30G CLINDAMICINA / BENZOILO,INDOXYL,Dermatológicos
3500561,BROXOL PLUS (AMBROXOL/CLENBUTEROL) 150 MG/100 MG SOL 120 ML,BROXOL,Sistema respiratorio
3500571,DICETEL 100MG C/14 TAB(BROMURO DE PINAVERIO),DICETEL,Tracto alimentario y metabolismo
3500575,GLUCOVANCE 500MG/2.5 C/60 TAB METFORMINA Y GLIBENCLAMIDA,GLUCOVANCE,Tracto alimentario y metabolismo
3500592,BENZAC AC 2.5% GEL 60G PEOXIDO DE BENZOILO,BENZAC,Dermatológicos
3500609,ADEROGYL C GOTAS 10ML ERGOCALCIFEROL,ADEROGYL,Tracto alimentario y metabolismo
3500647,FOSFOCIL 500MG C/12 CAPS FOSFOMICINA,FOSFOCIL,Antiinfecciosos para uso sistémico
3500648,LOTEREX 0.5% GOTAS 5ML LOTEPREDNOL,LOTEREX,Órganos de los sentidos
3500659,OBRYPRE SUSP GOTAS 10ML OFTALMICA TOBRAMICINA/PREDNISOLONA,OBRYPRE,Órganos de los sentidos
3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),KETOSTERIL,Varios
3500675,NATURETTI C/20 CAPS,NATURETTI,Varios
3500684,PANKREOFLAT C/30 GRAGEAS(DIMETICONA/PANCREATINA),PANKREOFLAT,Tracto alimentario y metabolismo
3500698,POLYVISOL 50ML GOTAS,POLYVISOL,Tracto alimentario y metabolismo
3500715,GAAP GOTAS OFT 3 ML (LATANOPROST),GAAP,Órganos de los sentidos
3500728,KIDDI PHARMATON JARABE 100ML MULTIVITAMINICO,KIDDI,Tracto alimentario y metabolismo
3500735,LAGRIFILM PLUS SOL 15ML(ALCOHOL POLIVINILICO/POVIDONA),LAGRIFILM,Órganos de los sentidos
3500738,CEFABIOT 500MG C/10 TAB (CEFUROXIMA),CEFABIOT,Antiinfecciosos para uso sistémico
3500753,EDARBI 40MG C/28 TAB (AZILSARTAN MEDOXOMILO),EDARBI,Sistema cardiovascular
3500760,UNASAL 1% CREMA 15G (TERBINAFINA),UNASAL,Dermatológicos
3500763,FERRICOL 30MG/500MCG 30TAB. HIERRO/ACIDO FRLICO,FERRICOL,Sangre y órganos hematopoyéticos
3500765,APROVASC 300/10MG C/14 TAB IRBESARTAN-AMLODIPINO,APROVASC,Sistema cardiovascular
3500775,TRAYENTA DUO 2.5/500MG. LINAGLIPINA/METFORMINA C30,TRAYENTA,Tracto alimentario y metabolismo
3500780,DAXXAS 500 MCG C/30 TAB (ROFLUMILAST),DAXXAS,Sistema respiratorio
3500819,OXATHOS 1G JARABE 115MG (OXOLAMINA),OXATHOS,Sistema respiratorio
3500825,BLAXITEC 20MG C/20TAB. BILASTINA,BLAXITEC,Sistema respiratorio
3500828,PRIKUL 75MG C/28TAB PREGABALINA,PRIKUL,Sistema nervioso
3500829,TAFITRAM PARACETAMOL/TRAMADOL 325/37.5 MG C/20,TAFITRAM,Sistema nervioso
3600131,ZYVOXAM TABLETAS 600MG C/10 (LINEZOLID),ZYVOXAM,Antiinfecciosos para uso sistémico
3600183,INNEFOL 50MG/4 ML AMP C/1 ACIDO FOLINICO,INNEFOL,Varios
3600195,EUTIROX 88MCG C/50LEVOTIROXINA SODICA,EUTIROX,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3800003,ALBUMINA HUMANA AL 20% 50ML,ALBUMINA,Sangre y órganos hematopoyéticos
3800004,LIPITOR 10MG C/30 TAB(ATORVASTATINA),LIPITOR,Sistema cardiovascular
